"America_1961_JFK" "America_1963_MLK" "America_1964_Reagan" "America_1968_MLK" "England_1940_Churchill" "England_1940_Churchill_1" "England_1946_Churchill" "Japan_1941_Hirohito" "Japan_1945_Hirohito" "Russia_1991_Yeltsin" "Russia_1992_Yeltsin" "Singapore_1977_LKY" "Singapore_1987_LKY" "Singapore_1994_LKY" "Yugoslavia_1988_Milosevic" "Yugoslavia_1989_Milosevic"
"face" 0 0.112994350282486 0.0851607408984458 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0.107181136120043 0.09000900090009 0.140056022408964 0.0613873542050338 0
"field" 0 0 0 0 0.0628535512256442 0 0 0 0 0 0.0561482313307131 0 0 0 0.0613873542050338 0.380641653072322
"french" 0 0 0 0 0.314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"happen" 0 0 0 0.198631648642684 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"however" 0 0 0.0212901852246115 0 0.0314267756128221 0.14265335235378 0.123482197983124 0 0.152905198776758 0 0 0 0 0 0 0.0543773790103317
"letter" 0 0 0 0.0882807327300817 0 0 0 0 0 0 0 0 0.63006300630063 0 0 0
"ll" 0 0 0.191611667021503 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"lost" 0 0 0 0 0.157133878064111 0 0.0205803663305207 0 0.152905198776758 0.239234449760766 0.0561482313307131 0 0 0 0.0613873542050338 0.0543773790103317
"moment" 0 0 0.0425803704492229 0 0.188560653676933 0 0.0411607326610414 0 0 0 0 0 0 0 0 0.0543773790103317
"move" 0 0 0.0212901852246115 0.154491282277643 0 0.14265335235378 0.0205803663305207 0 0 0 0 0 0 0.140056022408964 0 0
"once" 0 0 0.0425803704492229 0.0441403663650408 0.125707102451288 0 0 0 0 0 0 0 0.18001800180018 0 0 0.0543773790103317
"perhaps" 0.0741289844329133 0 0.0212901852246115 0 0.0942803268384664 0 0.061741098991562 0 0 0 0.0561482313307131 0.214362272240086 0 0 0 0
"period" 0.0741289844329133 0 0 0.110350915912602 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0.321543408360129 0 0 0 0
"powers" 0.148257968865827 0 0 0 0.0628535512256442 0.14265335235378 0.061741098991562 0.189035916824197 0.152905198776758 0.239234449760766 0 0 0 0 0 0
"remember" 0.0741289844329133 0 0.0425803704492229 0.110350915912602 0 0 0 0 0 0 0 0 0 0.140056022408964 0.0613873542050338 0.0543773790103317
"she" 0 0 0.106450926123057 0.0220701831825204 0 0 0.0205803663305207 0 0 0 0 0 0.36003600360036 0 0 0
"sides" 0.593031875463306 0 0 0 0.0314267756128221 0 0.0205803663305207 0.189035916824197 0 0 0 0 0 0 0 0
"times" 0 0 0.0851607408984458 0.0662105495475612 0 0 0.0411607326610414 0 0 0 0.0561482313307131 0.107181136120043 0 0 0 0
"week" 0 0 0.0638705556738344 0.0220701831825204 0.188560653676933 0.14265335235378 0 0 0 0 0 0 0 0 0 0
"went" 0 0 0.0425803704492229 0.0662105495475612 0 0 0 0 0 0 0 0 0.18001800180018 0.140056022408964 0.184162062615101 0
"yet" 0.148257968865827 0 0.0425803704492229 0 0.0628535512256442 0 0.0411607326610414 0 0 0 0 0.107181136120043 0.09000900090009 0 0 0.0543773790103317
"call" 0.296515937731653 0 0.0425803704492229 0.0441403663650408 0 0 0.0205803663305207 0 0 0 0 0 0 0 0.0613873542050338 0
"called" 0 0 0.0425803704492229 0 0.0942803268384664 0 0.0411607326610414 0 0 0.239234449760766 0.0561482313307131 0 0.09000900090009 0 0 0
"cause" 0 0 0.0212901852246115 0 0.0628535512256442 0.14265335235378 0.0823214653220827 0 0.152905198776758 0 0 0 0 0.140056022408964 0 0
"change" 0.0741289844329133 0.112994350282486 0 0 0 0 0.0205803663305207 0 0 0 0.0561482313307131 0.107181136120043 0 0.560224089635854 0.0613873542050338 0
"communist" 0 0 0 0 0 0 0.205803663305207 0 0 0 0 0 0 0 0 0
"community" 0 0.112994350282486 0 0.0220701831825204 0 0 0 0 0 0.478468899521531 0.280741156653565 0 0 0 0 0.0543773790103317
"control" 0.22238695329874 0 0.0425803704492229 0 0 0 0.0823214653220827 0 0 0 0.0561482313307131 0 0 0 0 0
"dark" 0.0741289844329133 0.112994350282486 0.0212901852246115 0.0882807327300817 0 0.14265335235378 0.0411607326610414 0 0 0 0 0 0 0 0 0
"dollar" 0 0 0.212901852246115 0 0 0 0 0 0 0 0 0 0 0 0 0
"german" 0 0 0 0 0.157133878064111 0 0.0823214653220827 0 0 0 0 0 0 0 0.0613873542050338 0
"half" 0.0741289844329133 0 0.0638705556738344 0.0220701831825204 0.0314267756128221 0 0.0411607326610414 0 0 0 0 0 0.09000900090009 0 0.0613873542050338 0
"leadership" 0 0 0.0425803704492229 0.0441403663650408 0 0 0 0 0 0.239234449760766 0.0561482313307131 0 0 0 0.122774708410068 0.108754758020663
"mankind" 0.148257968865827 0 0.0212901852246115 0 0 0.14265335235378 0.0823214653220827 0 0 0 0.0561482313307131 0 0 0 0 0.0543773790103317
"material" 0 0.112994350282486 0.0638705556738344 0 0.0314267756128221 0 0.061741098991562 0 0 0 0.0561482313307131 0 0 0 0.0613873542050338 0
"meeting" 0 0.112994350282486 0.0425803704492229 0.0441403663650408 0 0.14265335235378 0.0205803663305207 0 0 0 0.0561482313307131 0 0 0 0.122774708410068 0
"nor" 0.22238695329874 0.112994350282486 0 0 0.0314267756128221 0 0.061741098991562 0 0.152905198776758 0 0 0 0 0 0.0613873542050338 0
"order" 0 0 0.0212901852246115 0.0441403663650408 0 0 0.0411607326610414 0 0 0 0.112296462661426 0 0 0.140056022408964 0.122774708410068 0
"prosperity" 0 0.112994350282486 0.0425803704492229 0 0 0 0 0.189035916824197 0.152905198776758 0 0 0 0 0 0 0.271886895051659
"saying" 0 0 0.0212901852246115 0.110350915912602 0 0 0 0 0 0 0 0.107181136120043 0 0.140056022408964 0 0.108754758020663
"situation" 0 0 0 0 0 0 0.061741098991562 0.378071833648393 0.305810397553517 0 0.112296462661426 0 0 0 0 0.0543773790103317
"sneezed" 0 0 0 0.220701831825204 0 0 0 0 0 0 0 0 0 0 0 0
"special" 0.0741289844329133 0 0 0 0.0314267756128221 0 0.123482197983124 0 0 0 0.112296462661426 0 0 0 0 0
"thank" 0 0.112994350282486 0.0851607408984458 0.0882807327300817 0 0 0 0 0 0 0.0561482313307131 0 0 0 0 0
"thing" 0 0 0.106450926123057 0.0662105495475612 0 0 0 0 0 0 0 0.107181136120043 0 0 0.0613873542050338 0
"true" 0 0.112994350282486 0.0425803704492229 0.0220701831825204 0 0 0.061741098991562 0.189035916824197 0 0 0 0 0 0 0.122774708410068 0
"while" 0 0 0.0638705556738344 0.0441403663650408 0 0 0.0823214653220827 0 0.152905198776758 0 0 0 0 0 0 0
"young" 0.0741289844329133 0 0.0851607408984458 0.0220701831825204 0.0628535512256442 0 0.0205803663305207 0 0 0 0 0 0 0 0.0613873542050338 0
"arms" 0.296515937731653 0 0 0 0 0 0.0411607326610414 0.378071833648393 0 0 0.0561482313307131 0 0 0 0 0
"basis" 0 0 0.0425803704492229 0 0.0314267756128221 0.14265335235378 0 0 0 0 0.224592925322852 0 0 0 0 0.0543773790103317
"battles" 0 0 0 0 0.0942803268384664 0.14265335235378 0 0 0 0 0 0 0 0 0.0613873542050338 0.217509516041327
"beyond" 0.148257968865827 0 0.0638705556738344 0 0.0314267756128221 0 0.061741098991562 0 0 0 0 0 0 0 0 0
"britain" 0 0 0 0.0220701831825204 0 0 0.061741098991562 0.378071833648393 0.305810397553517 0 0 0.107181136120043 0 0 0 0
"concerned" 0 0 0 0.132421099095122 0 0 0.0205803663305207 0 0 0 0 0 0 0 0.122774708410068 0
"death" 0 0 0.0212901852246115 0 0.0628535512256442 0 0 0 0.152905198776758 0 0 0 0.45004500450045 0 0 0
"democracy" 0 0 0 0.0220701831825204 0 0 0.0823214653220827 0 0 0 0.224592925322852 0 0 0 0 0
"development" 0 0 0 0 0.0314267756128221 0 0 0 0 0.239234449760766 0.0561482313307131 0 0.27002700270027 0 0.0613873542050338 0.108754758020663
"experience" 0 0 0 0 0 0 0.061741098991562 0.189035916824197 0 0 0.112296462661426 0.107181136120043 0 0 0 0.108754758020663
"follow" 0 0 0.0638705556738344 0.0662105495475612 0.0314267756128221 0 0 0.189035916824197 0 0 0 0 0 0 0 0.0543773790103317
"forget" 0.0741289844329133 0 0.0212901852246115 0.0662105495475612 0.0314267756128221 0 0 0 0 0 0 0 0 0 0.0613873542050338 0.108754758020663
"hands" 0.148257968865827 0.225988700564972 0 0 0.0628535512256442 0 0.0411607326610414 0 0 0 0 0 0 0 0 0.0543773790103317
"important" 0 0 0 0 0 0.14265335235378 0.061741098991562 0 0 0 0.0561482313307131 0 0 0 0.122774708410068 0.108754758020663
"island" 0 0.112994350282486 0 0 0.219987429289755 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"itself" 0.0741289844329133 0 0.0212901852246115 0.0220701831825204 0.0314267756128221 0.14265335235378 0 0 0 0 0.0561482313307131 0 0 0 0.122774708410068 0.0543773790103317
"millions" 0 0.112994350282486 0.0212901852246115 0 0 0 0.102901831652603 0 0.152905198776758 0 0.0561482313307131 0 0 0 0 0
"mind" 0 0 0.0212901852246115 0.0441403663650408 0 0 0.061741098991562 0 0 0 0 0.107181136120043 0.09000900090009 0.140056022408964 0 0
"nearly" 0.0741289844329133 0 0.0212901852246115 0 0.125707102451288 0 0.0411607326610414 0 0.152905198776758 0 0 0 0 0 0 0
"negro" 0 0.903954802259887 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0 0
"next" 0 0 0.0425803704492229 0.0662105495475612 0.0314267756128221 0 0.061741098991562 0 0 0 0 0 0 0 0 0
"past" 0.0741289844329133 0 0.0212901852246115 0 0.0314267756128221 0 0 0 0 0 0.0561482313307131 0.107181136120043 0 0 0 0.217509516041327
"prepared" 0 0 0.0212901852246115 0.0220701831825204 0 0.14265335235378 0.0205803663305207 0 0 0 0.224592925322852 0 0 0 0 0.0543773790103317
"rather" 0 0 0.0212901852246115 0.0882807327300817 0 0 0 0 0 0 0.112296462661426 0 0.09000900090009 0.140056022408964 0 0
"seen" 0 0 0.0212901852246115 0.0662105495475612 0.0628535512256442 0 0.0411607326610414 0 0 0 0 0 0.09000900090009 0 0 0
"six" 0 0 0.0851607408984458 0.0441403663650408 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0.108754758020663
"strong" 0.0741289844329133 0 0 0 0.0942803268384664 0 0.102901831652603 0 0 0 0 0 0 0 0 0
"subjects" 0 0 0 0 0.0314267756128221 0 0 0.56710775047259 0.764525993883792 0 0 0 0 0 0 0
"suffering" 0 0 0 0.0662105495475612 0 0.14265335235378 0.0205803663305207 0 0.152905198776758 0 0.0561482313307131 0 0 0 0.0613873542050338 0.0543773790103317
"system" 0 0 0.0425803704492229 0.0220701831825204 0 0 0 0 0 0 0.112296462661426 0 0.09000900090009 0.140056022408964 0.122774708410068 0
"talk" 0 0 0 0.132421099095122 0.0314267756128221 0 0 0 0 0 0 0 0 0.140056022408964 0 0.0543773790103317
"things" 0 0 0.0638705556738344 0.0220701831825204 0 0 0.0411607326610414 0 0 0 0 0.107181136120043 0 0 0.0613873542050338 0.0543773790103317
"tyranny" 0.148257968865827 0 0 0 0.0314267756128221 0.14265335235378 0.0823214653220827 0 0 0.239234449760766 0 0 0 0 0 0
"used" 0 0 0.0425803704492229 0.0220701831825204 0.0314267756128221 0 0.0411607326610414 0 0 0 0 0 0 0 0 0.163132137030995
"advantage" 0 0 0.0212901852246115 0 0.0314267756128221 0 0 0 0.152905198776758 0 0 0 0 0.140056022408964 0 0.217509516041327
"aid" 0 0 0.0638705556738344 0.0220701831825204 0.0628535512256442 0.14265335235378 0 0 0 0 0 0 0 0 0 0.0543773790103317
"allowed" 0 0 0.0425803704492229 0.110350915912602 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"answer" 0 0 0.127741111347669 0 0 0.14265335235378 0 0 0 0 0 0.107181136120043 0 0 0 0
"asia" 0 0 0 0 0 0 0.0205803663305207 0.756143667296786 0.458715596330275 0 0 0 0 0 0 0
"brought" 0 0 0 0.0220701831825204 0.125707102451288 0 0 0.189035916824197 0 0 0 0 0.09000900090009 0 0 0.0543773790103317
"centuries" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0.380641653072322
"continue" 0 0 0.0425803704492229 0 0.0628535512256442 0 0 0 0.305810397553517 0 0.0561482313307131 0 0 0 0 0.0543773790103317
"corruption" 0 0 0 0 0 0 0 0 0 0 0 0 0.72007200720072 0 0 0
"dec" 0 0 0 0 0 0 0 0 0 0 0 0 0.72007200720072 0 0 0
"democratic" 0 0 0.0425803704492229 0 0 0 0.0205803663305207 0 0 0.239234449760766 0.112296462661426 0 0 0 0 0.108754758020663
"destiny" 0 0.225988700564972 0.0638705556738344 0 0 0 0.0411607326610414 0 0 0.239234449760766 0 0 0 0 0 0
"difficulties" 0 0.112994350282486 0 0 0 0 0.102901831652603 0 0 0.239234449760766 0 0 0 0 0.0613873542050338 0
"earth" 0.148257968865827 0 0.0638705556738344 0 0 0 0.0411607326610414 0 0 0 0 0 0 0.140056022408964 0 0
"economy" 0 0 0.0851607408984458 0 0 0 0 0 0 0 0.112296462661426 0 0 0.140056022408964 0.0613873542050338 0
"efforts" 0.0741289844329133 0 0 0 0 0 0 0.189035916824197 0 0 0.280741156653565 0 0 0 0 0.0543773790103317
"either" 0 0 0 0.0220701831825204 0 0.14265335235378 0.0411607326610414 0 0.152905198776758 0 0 0 0.09000900090009 0 0.0613873542050338 0.0543773790103317
"engaged" 0 0 0 0.0441403663650408 0.0942803268384664 0 0 0 0 0 0.112296462661426 0 0 0 0 0.0543773790103317
"english" 0 0 0 0 0 0 0.123482197983124 0 0 0 0 0.107181136120043 0.09000900090009 0 0 0
"entire" 0 0 0.0212901852246115 0 0 0 0 0.189035916824197 0.152905198776758 0 0.112296462661426 0 0 0 0.122774708410068 0.0543773790103317
"equal" 0 0.112994350282486 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0.0561482313307131 0 0 0 0 0.217509516041327
"facts" 0 0 0 0 0.0628535512256442 0 0.102901831652603 0 0 0 0 0 0 0.140056022408964 0 0
"federal" 0 0 0.170321481796892 0 0 0 0 0 0 0 0 0 0 0 0 0
"fire" 0.0741289844329133 0 0.0212901852246115 0.0882807327300817 0.0628535512256442 0 0 0 0 0 0 0 0 0 0 0
"former" 0 0.225988700564972 0.0212901852246115 0 0 0.14265335235378 0.0411607326610414 0 0 0 0.0561482313307131 0.107181136120043 0 0 0 0
"forth" 0.148257968865827 0 0 0.0220701831825204 0.125707102451288 0 0 0 0 0 0 0 0 0 0.0613873542050338 0
"four" 0 0 0.0212901852246115 0.0441403663650408 0.0628535512256442 0 0.0205803663305207 0.189035916824197 0.152905198776758 0 0 0 0 0 0 0
"friend" 0.148257968865827 0 0.0212901852246115 0.0441403663650408 0 0.14265335235378 0.0411607326610414 0 0 0 0 0 0 0 0 0
"generation" 0.22238695329874 0 0 0 0 0 0 0 0.305810397553517 0 0 0 0 0.420168067226891 0 0
"head" 0 0 0.0212901852246115 0.0220701831825204 0 0 0.061741098991562 0 0 0 0 0 0 0 0.122774708410068 0.0543773790103317
"idea" 0 0 0.0638705556738344 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0.0561482313307131 0 0 0.140056022408964 0.0613873542050338 0
"issue" 0.0741289844329133 0 0.0425803704492229 0.0882807327300817 0 0 0 0 0 0.239234449760766 0 0 0 0 0 0
"jesus" 0 0 0 0.176561465460163 0 0 0 0 0 0 0 0 0 0 0 0
"justice" 0 0.338983050847458 0 0.0220701831825204 0 0 0.0411607326610414 0 0 0 0.0561482313307131 0 0 0 0.0613873542050338 0
"king" 0 0 0 0.110350915912602 0.0942803268384664 0 0 0 0 0 0 0 0 0 0 0
"law" 0.0741289844329133 0 0.0212901852246115 0.0220701831825204 0 0 0.0205803663305207 0 0 0 0.112296462661426 0 0.18001800180018 0 0 0
"less" 0 0 0.0425803704492229 0 0.0314267756128221 0 0.061741098991562 0 0 0 0.0561482313307131 0 0 0 0 0.0543773790103317
"longer" 0 0 0 0.0441403663650408 0 0.14265335235378 0.0205803663305207 0 0 0 0 0 0 0.140056022408964 0.0613873542050338 0.108754758020663
"minister" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0.214362272240086 0.45004500450045 0 0 0
"mutual" 0 0 0 0 0 0 0.0823214653220827 0 0 0 0.0561482313307131 0 0 0 0 0.163132137030995
"n" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0.393037619314992 0 0 0 0 0
"night" 0 0.112994350282486 0.0212901852246115 0.0441403663650408 0.0314267756128221 0.14265335235378 0 0 0.152905198776758 0.239234449760766 0 0 0 0 0 0
"often" 0 0 0 0.0662105495475612 0.0628535512256442 0 0.061741098991562 0 0 0 0 0 0 0 0 0
"opportunity" 0 0 0 0.0220701831825204 0.0314267756128221 0.14265335235378 0.061741098991562 0 0 0.239234449760766 0 0 0 0.140056022408964 0 0
"politics" 0 0 0.0212901852246115 0 0 0 0.0205803663305207 0 0 0 0 0 0 0.560224089635854 0.122774708410068 0
"poor" 0.0741289844329133 0 0.0425803704492229 0.0882807327300817 0 0 0 0 0 0 0 0 0 0 0.0613873542050338 0
"problem" 0 0 0.0425803704492229 0.0441403663650408 0 0 0 0 0 0 0.112296462661426 0.107181136120043 0 0.140056022408964 0 0
"process" 0 0 0 0.0441403663650408 0 0 0 0 0 0.239234449760766 0.0561482313307131 0.107181136120043 0.09000900090009 0 0.122774708410068 0
"reason" 0 0 0.0212901852246115 0.0220701831825204 0.0628535512256442 0 0.0411607326610414 0 0.152905198776758 0 0 0 0 0 0.0613873542050338 0
"reform" 0 0 0 0 0 0 0 0 0 0 0.168444693992139 0 0 0 0.306936771025169 0
"sea" 0 0 0 0.0662105495475612 0.0942803268384664 0.14265335235378 0.0205803663305207 0 0 0 0 0 0 0 0 0
"second" 0 0 0.0425803704492229 0.0220701831825204 0 0 0.0205803663305207 0 0 0 0.0561482313307131 0.214362272240086 0.09000900090009 0 0 0
"secretary" 0 0 0.0212901852246115 0 0 0 0.0205803663305207 0 0 0 0.112296462661426 0 0.36003600360036 0 0 0
"serious" 0.0741289844329133 0 0 0 0.0628535512256442 0.14265335235378 0.0411607326610414 0 0 0 0.0561482313307131 0 0 0 0 0.0543773790103317
"set" 0 0 0.0638705556738344 0 0.0314267756128221 0 0.0411607326610414 0 0 0 0 0 0 0 0 0.108754758020663
"simple" 0 0 0.0851607408984458 0 0 0 0.0205803663305207 0 0 0 0.0561482313307131 0.107181136120043 0 0.140056022408964 0 0
"since" 0.0741289844329133 0 0.0212901852246115 0 0.0314267756128221 0 0.0205803663305207 0.189035916824197 0 0 0 0.107181136120043 0 0.140056022408964 0.0613873542050338 0
"singapore" 0 0 0 0 0 0 0 0 0 0 0 0.214362272240086 0 0.840336134453782 0 0
"socialism" 0 0 0.106450926123057 0 0 0 0 0 0 0 0 0 0 0 0.0613873542050338 0.108754758020663
"stand" 0 0.225988700564972 0.0212901852246115 0.0220701831825204 0.0314267756128221 0 0.0411607326610414 0 0 0 0 0 0 0 0 0.0543773790103317
"taking" 0 0 0.0638705556738344 0.0441403663650408 0 0 0.0205803663305207 0 0.152905198776758 0 0.0561482313307131 0 0 0 0 0
"thought" 0 0 0.0212901852246115 0.0220701831825204 0.0628535512256442 0 0.0411607326610414 0 0.305810397553517 0 0 0 0 0 0 0
"tonight" 0 0 0 0.176561465460163 0 0 0 0 0 0 0 0 0 0 0 0
"toward" 0 0 0.0212901852246115 0.0220701831825204 0 0 0 0 0.152905198776758 0.239234449760766 0.112296462661426 0 0 0 0 0.108754758020663
"trial" 0 0 0.0212901852246115 0 0.0314267756128221 0 0.0411607326610414 0 0 0 0 0 0.36003600360036 0 0 0
"wars" 0 0 0 0 0.0314267756128221 0 0.0823214653220827 0 0 0 0 0 0 0 0.122774708410068 0.0543773790103317
"welfare" 0 0 0.127741111347669 0 0 0 0.0205803663305207 0 0.152905198776758 0 0 0 0 0 0 0
"working" 0 0 0.0212901852246115 0.0220701831825204 0 0 0.0205803663305207 0 0 0 0 0 0 0 0.245549416820135 0.0543773790103317
"above" 0 0 0 0.0220701831825204 0.0314267756128221 0 0.0205803663305207 0.189035916824197 0 0 0.112296462661426 0 0 0 0 0.0543773790103317
"across" 0 0 0 0.0220701831825204 0.0628535512256442 0 0.0823214653220827 0 0 0 0 0 0 0 0 0
"action" 0 0 0 0.0220701831825204 0 0.14265335235378 0.102901831652603 0 0 0 0 0 0 0 0 0
"administration" 0.0741289844329133 0 0.0638705556738344 0 0 0.427960057061341 0 0 0 0 0 0 0 0 0 0
"agreement" 0 0 0 0 0 0 0.144062564313645 0 0 0 0 0 0 0 0 0
"allies" 0.0741289844329133 0 0.0425803704492229 0 0.0314267756128221 0 0.0411607326610414 0 0 0 0.0561482313307131 0 0 0 0 0
"almost" 0 0 0.0425803704492229 0 0.0942803268384664 0 0.0205803663305207 0 0 0 0 0 0 0 0 0.0543773790103317
"areas" 0 0 0 0 0 0 0.061741098991562 0 0 0 0.224592925322852 0 0 0 0 0
"association" 0 0 0 0.0662105495475612 0 0 0.0823214653220827 0 0 0 0 0 0 0 0 0
"barry" 0 0 0.14903129657228 0 0 0 0 0 0 0 0 0 0 0 0 0
"black" 0 0.338983050847458 0 0.0882807327300817 0 0 0 0 0 0 0 0 0 0 0 0
"brotherhood" 0 0.338983050847458 0 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0.122774708410068 0.0543773790103317
"business" 0 0 0.106450926123057 0.0220701831825204 0 0.14265335235378 0 0 0 0 0 0 0 0 0 0
"buy" 0 0 0.0638705556738344 0.0882807327300817 0 0 0 0 0 0 0 0 0 0 0 0
"care" 0 0 0.0851607408984458 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0.122774708410068 0
"carry" 0 0 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0.112296462661426 0 0 0.140056022408964 0.122774708410068 0
"changes" 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0 0 0 0.368324125230203 0
"coming" 0 0 0.0212901852246115 0.0441403663650408 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0.107181136120043 0 0 0.0613873542050338 0
"confidence" 0 0 0 0 0.0628535512256442 0.14265335235378 0.061741098991562 0 0.152905198776758 0 0 0 0 0 0 0
"contribute" 0 0 0 0 0 0 0 0.189035916824197 0 0 0.112296462661426 0 0 0 0.122774708410068 0.108754758020663
"courage" 0 0 0.0425803704492229 0 0.0314267756128221 0 0 0.189035916824197 0 0 0.0561482313307131 0 0 0 0.0613873542050338 0.0543773790103317
"defense" 0 0 0 0 0.0314267756128221 0 0 0.189035916824197 0 0 0.280741156653565 0 0 0 0 0
"died" 0 0 0.0425803704492229 0.0441403663650408 0.0314267756128221 0 0 0 0.152905198776758 0 0 0 0.09000900090009 0 0 0
"dignity" 0 0.112994350282486 0.0212901852246115 0 0 0 0 0 0 0 0.0561482313307131 0 0 0 0.0613873542050338 0.163132137030995
"disunity" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.380641653072322
"enemies" 0.148257968865827 0 0.0212901852246115 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0.122774708410068 0.0543773790103317
"everything" 0 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0.306936771025169 0.0543773790103317
"evil" 0 0 0.0212901852246115 0 0 0 0 0.189035916824197 0 0 0 0 0 0 0.245549416820135 0.0543773790103317
"farm" 0 0 0.14903129657228 0 0 0 0 0 0 0 0 0 0 0 0 0
"fear" 0.148257968865827 0 0 0.0441403663650408 0 0 0.0411607326610414 0 0 0 0 0 0 0 0.0613873542050338 0
"felt" 0 0 0 0.0662105495475612 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0.0613873542050338 0.0543773790103317
"fighting" 0 0 0 0.0441403663650408 0.0628535512256442 0.14265335235378 0.0205803663305207 0 0.152905198776758 0 0 0 0 0 0 0
"final" 0.22238695329874 0 0.0425803704492229 0 0.0314267756128221 0 0 0 0 0 0.0561482313307131 0 0 0 0 0
"form" 0.0741289844329133 0 0 0 0.0628535512256442 0.285306704707561 0.0411607326610414 0 0 0 0 0 0 0 0 0
"fought" 0.0741289844329133 0 0 0 0.0942803268384664 0 0.0205803663305207 0 0 0 0 0 0 0 0.0613873542050338 0.0543773790103317
"france" 0 0 0.0212901852246115 0.0220701831825204 0.0942803268384664 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"germany" 0 0 0 0.0220701831825204 0.0314267756128221 0 0.102901831652603 0 0 0 0 0 0 0 0 0
"goldwater" 0 0 0.14903129657228 0 0 0 0 0 0 0 0 0 0 0 0 0
"historical" 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0 0 0 0 0.32626427406199
"homes" 0 0 0.0212901852246115 0 0 0 0.102901831652603 0 0.152905198776758 0 0 0 0 0 0 0
"imperial" 0 0 0 0 0 0 0 0.56710775047259 0.611620795107034 0 0 0 0 0 0 0
"individual" 0 0 0.0425803704492229 0.0220701831825204 0 0 0.0205803663305207 0 0 0 0.112296462661426 0 0 0 0.0613873542050338 0
"insurance" 0 0 0.0851607408984458 0.0662105495475612 0 0 0 0 0 0 0 0 0 0 0 0
"investigations" 0 0 0 0 0 0 0 0 0 0 0 0 0.63006300630063 0 0 0
"jerusalem" 0 0 0 0.154491282277643 0 0 0 0 0 0 0 0 0 0 0 0
"join" 0.22238695329874 0.338983050847458 0 0 0 0 0 0 0 0 0.0561482313307131 0 0 0 0 0
"late" 0 0 0 0.0220701831825204 0.0314267756128221 0.14265335235378 0.0411607326610414 0 0 0 0 0 0 0.140056022408964 0.0613873542050338 0
"leaders" 0 0 0 0.0220701831825204 0 0.14265335235378 0.0205803663305207 0 0 0 0 0 0 0.280112044817927 0 0.108754758020663
"least" 0 0 0.0212901852246115 0 0.0628535512256442 0 0.0205803663305207 0.189035916824197 0 0 0 0 0 0.140056022408964 0.0613873542050338 0
"lives" 0 0.112994350282486 0.0425803704492229 0 0 0 0 0 0.152905198776758 0 0 0 0 0.140056022408964 0.122774708410068 0
"lose" 0 0 0.106450926123057 0 0 0 0.0205803663305207 0 0.152905198776758 0 0 0 0 0 0 0
"matter" 0 0 0.0212901852246115 0.0882807327300817 0 0 0.0205803663305207 0 0 0 0.0561482313307131 0 0 0 0 0
"mean" 0 0 0.0638705556738344 0.0441403663650408 0 0 0 0 0 0 0 0.107181136120043 0 0 0.0613873542050338 0
"mrs" 0 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0.54005400540054 0 0 0
"offer" 0.148257968865827 0 0.0212901852246115 0 0 0.14265335235378 0.0411607326610414 0 0 0 0 0 0 0.140056022408964 0 0
"passed" 0.148257968865827 0 0.0212901852246115 0.0220701831825204 0.0628535512256442 0 0 0.189035916824197 0 0 0 0 0 0 0 0
"permanent" 0 0 0 0 0 0 0.061741098991562 0 0 0 0.112296462661426 0 0.18001800180018 0 0 0
"plane" 0 0.112994350282486 0.0425803704492229 0.0882807327300817 0 0 0 0 0 0 0 0 0 0 0 0
"pledge" 0.518902891030393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"point" 0 0 0.0212901852246115 0.0662105495475612 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0.108754758020663
"popular" 0 0 0 0 0 0 0 0 0 0 0 0.7502679528403 0 0 0 0
"powerful" 0.148257968865827 0 0 0.0220701831825204 0.0314267756128221 0 0.061741098991562 0 0 0 0 0 0 0 0 0
"purpose" 0 0 0.0212901852246115 0 0.0314267756128221 0 0.102901831652603 0 0 0 0 0 0 0 0 0
